Datum,A:Bildung,A:Renten,A:Ausländer & Geflüchtete,A:Umwelt & Klima,A:Soziales Gefälle,A:Corona,A:Hochwasser & Katastrophenschutz,A:Politikverdruss,A:Gesundheitswesen & Pflege,A:Arbeitslosigkeit,A:Wirtschaftslage,A:Rechte & AfD,A:Mieten/Wohnungsmarkt,gesellschaftlicher Zusammenhalt,Bundestagswahl,Infrastruktur/schnelles Internet,Institut,Frage,Link,Erhebungszeitraum,Befragte
20.07.07,6,9,8,11,7,,,7,8,56,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
17.08.07,5,12,5,8,7,,,6,6,55,6,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
14.09.07,6,8,8,8,7,,,5,5,56,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
05.10.07,6,8,6,6,9,,,6,5,55,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
19.10.07,7,10,4,7,6,,,9,9,57,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
09.11.07,6,11,4,5,9,,,9,7,50,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
23.11.07,5,9,3,7,10,,,9,5,46,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
14.12.07,6,8,3,13,14,,,6,5,49,4,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
11.01.08,7,7,8,7,8,,,8,6,46,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
08.02.08,9,8,7,4,7,,,8,5,54,8,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
29.02.08,11,7,7,5,10,,,13,5,52,6,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
14.03.08,8,8,6,7,11,,,17,3,49,6,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
04.04.08,6,13,6,5,9,,,13,6,50,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
18.04.08,7,19,5,7,8,,,9,7,44,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
09.05.08,8,18,4,4,11,,,13,6,42,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
30.05.08,6,9,3,5,17,,,12,5,35,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
13.06.08,7,6,3,5,12,,,10,4,37,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
11.07.08,5,7,4,9,8,,,7,4,34,3,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
15.08.08,8,7,4,5,9,,,11,7,44,7,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
12.09.08,11,6,4,4,11,,,12,7,44,7,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
10.10.08,7,6,2,2,6,,,13,10,32,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
24.10.08,13,6,2,4,12,,,8,5,31,7,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
07.11.08,7,5,3,3,9,,,9,5,43,13,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
21.11.08,11,5,2,5,6,,,8,6,38,20,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
12.12.08,10,5,2,4,7,,,6,5,42,22,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
09.01.09,8,4,2,3,6,,,6,9,45,22,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
30.01.09,9,4,3,4,6,,,6,4,44,26,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
13.02.09,8,6,3,4,7,,,7,7,42,26,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
06.03.09,7,4,2,4,4,,,4,6,47,25,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
27.03.09,6,3,2,4,7,,,5,5,42,26,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
24.04.09,7,3,3,4,5,,,7,5,46,30,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
08.05.09,6,5,2,3,3,,,6,5,53,28,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
29.05.09,6,4,3,4,6,,,7,7,52,30,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
12.06.09,5,4,3,4,5,,,7,6,53,29,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
03.07.09,7,5,4,5,4,,,8,5,48,25,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
24.07.09,7,7,2,4,5,,,10,6,50,25,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
07.08.09,8,6,2,5,7,,,8,7,61,21,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
21.08.09,8,6,2,4,6,,,9,7,61,21,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
28.08.09,8,4,2,5,6,,,9,5,60,24,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
04.09.09,11,5,3,4,8,,,9,6,62,21,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
11.09.09,10,6,3,4,6,,,8,6,60,19,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
18.09.09,12,5,2,3,6,,,5,8,58,19,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
02.10.09,12,7,3,3,7,,,6,8,57,18,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
16.10.09,10,5,5,4,6,,,8,11,54,23,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
30.10.09,8,6,4,3,8,,,6,11,54,19,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
27.11.09,13,5,4,4,7,,,7,7,51,22,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
11.12.09,10,5,4,12,6,,,6,8,47,20,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
15.01.10,9,3,2,7,7,,,10,4,50,20,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
29.01.10,6,4,2,3,8,,,9,16,50,15,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
26.02.10,8,3,2,3,8,,,11,9,51,14,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
12.03.10,7,3,4,3,6,,,12,11,50,15,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
26.03.10,7,4,3,4,5,,,9,11,49,14,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
23.04.10,10,5,4,4,6,,,8,7,46,15,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
21.05.10,12,3,2,3,6,,,11,3,30,11,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
04.06.10,9,4,3,3,5,,,14,3,37,15,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
18.06.10,9,3,,3,16,,,15,6,32,10,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
16.07.10,10,5,3,5,11,,,14,20,36,10,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
27.08.10,11,12,4,5,8,,,10,11,39,9,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
10.09.10,15,7,23,6,7,,,9,6,36,9,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
24.09.10,10,8,18,5,9,,,10,16,33,7,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
01.10.10,10,6,10,5,11,,,8,11,37,5,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
22.10.10,9,9,33,3,6,,,12,6,36,6,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
12.11.10,8,8,14,5,7,,,11,9,35,7,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
03.12.10,8,7,13,6,7,,,15,8,31,6,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
17.12.10,10,7,12,4,8,,,12,8,32,6,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
14.01.11,8,5,8,4,9,,,12,10,34,6,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
28.01.11,9,5,7,4,8,,,14,6,32,7,,,,,,Forschungsgruppe Wahlen: Politbarometer,Was ist Ihrer Meinung nach gegenwärtig das wichtigste Problem in Deutschland? (max. zwei Nennungen),https://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#Probl1,Dienstag bis Donnerstag vor Veröffentlichung am Freitag,ca. 1250
