hashtag,GRUENE,LINKE,CDUCSU,SPD,AFD,FDP
nachholbedarf,0,0,1,0,0,0
nachricht,0,0,0,0,1,0
nachrichtendienstliche,0,0,0,0,1,0
nachschauen,0,0,0,0,0,1
nachtsichtgerät,0,0,0,0,1,0
nachvollziehbar,0,0,1,0,0,0
nachweislich,0,0,1,0,0,0
nagel,0,0,1,0,0,0
nahe,0,0,0,0,1,0
naja,0,0,0,0,0,1
name,0,0,0,0,1,0
nationalstaat,0,1,0,0,0,0
naturschutz,0,0,0,1,0,0
natürlich,0,0,2,0,0,1
ne,0,1,0,0,0,0
needs,0,0,0,1,0,0
negativ,0,0,2,0,0,0
nehmen,1,2,1,0,0,1
neiemand,1,0,0,0,1,0
nein,0,0,0,0,0,1
nennen,1,1,2,0,0,0
neo,0,1,0,0,0,0
neoliberalen,0,1,0,0,0,0
nerven,0,0,1,0,0,0
neu,0,1,0,0,0,1
neubauer,0,0,0,0,1,0
neuer,0,0,0,0,1,0
neuesten,0,0,0,1,0,0
neusprech,0,0,1,0,0,0
neustart,0,0,1,0,0,0
neutrum,0,0,0,0,1,0
new,0,0,0,1,0,0
news,0,1,0,0,0,0
nice,1,0,0,0,0,0
nicht,0,2,1,1,6,2
nicole,0,0,0,0,1,0
niedrig,0,1,0,0,0,0
niedrige,1,0,0,0,0,0
niedriglohnsektor,0,1,0,0,0,0
niemals,0,0,0,0,1,0
niemand,0,1,0,0,0,0
niete,0,0,0,0,1,0
niewiedercdu,0,0,0,0,1,0
nine,0,0,0,1,0,0
niveau,0,0,0,0,1,0
nix,1,0,0,1,0,0
noafd,0,6,0,0,0,0
nobelpreisträger,0,0,0,0,1,0
noch,0,1,0,1,0,0
normal,0,0,0,1,3,0
not,0,0,0,0,1,0
note,0,0,1,0,1,1
notwendig,0,0,0,0,0,1
now,0,1,0,0,0,0
nrw,0,0,0,0,1,0
ns,0,1,0,0,0,0
nun,0,0,0,1,0,0
nur,0,1,0,0,3,0
nurdieafd,0,0,0,0,1,0
nurnochafd,0,0,0,0,1,0
nutzen,1,3,1,0,0,0
nutzer,0,0,1,0,0,0
nutzung,0,0,0,0,0,1
nzz,0,0,0,0,1,0
nächst,0,1,1,0,0,0
nägelmitkoeppen,0,0,1,0,0,0
nämlich,0,1,1,0,0,0
nö,1,0,0,0,0,0
ob,0,0,1,0,0,1
oberbürgermeisterin,0,0,0,0,1,0
obskure,0,0,0,0,2,0
obwohl,0,0,2,0,0,0
oder,1,1,0,0,0,1
of,1,1,0,4,0,0
offenbar,0,0,0,0,1,0
offenbaren,0,0,0,0,0,1
offenkundig,1,0,0,0,0,0
offenlegen,1,0,0,0,0,0
offensichtlich,1,0,1,0,0,0
offiziell,0,0,0,0,1,0
oh,0,0,0,0,1,0
ohne,0,0,1,2,3,0
ohrenbetäubend,0,0,1,0,0,0
ok,0,0,1,0,0,0
olaf,0,0,1,0,0,0
on,0,0,0,4,0,0
onkel,0,0,0,0,1,0
online,0,0,0,0,3,2
operieren,0,0,0,0,1,0
opfern,0,1,0,0,0,0
opportunisten,0,0,0,0,1,0
opportunity,0,0,0,1,0,0
option,0,0,0,1,0,0
ordern,0,0,0,0,1,0
orientation,0,0,0,1,0,0
ort,0,0,1,0,0,0
orwell,0,0,1,0,0,0
ostdeutschland,0,1,0,0,0,0
osten,0,1,0,0,0,0
our,0,0,0,1,0,0
pandemie,0,1,0,1,0,0
pankower,0,1,0,0,0,0
papa,0,0,1,0,0,0
parlament,0,0,0,0,1,0
parlamentarisch,1,0,0,0,2,0
parlamentarische,0,0,0,0,2,0
partei,0,2,0,0,2,0
parteifunktionäre,0,0,0,1,0,0
partout,0,1,0,0,0,0
passend,0,0,0,0,1,0
passt,0,0,0,0,1,0
patrick,0,1,0,0,0,0
pay,0,2,1,4,0,0
paytransparency,0,0,0,1,0,0
peinlich,0,0,0,1,0,0
people,0,0,0,1,0,0
per,0,0,1,0,0,0
perfekt,1,0,0,0,1,1
person,0,0,0,1,1,0
personalrat,0,0,1,0,0,0
perspektive,0,1,0,0,0,0
persönlich,1,0,0,0,0,0
petent,0,0,1,0,0,0
peter,0,1,0,0,0,0
petition,0,0,2,0,0,0
petitionsausschuss,0,0,1,0,0,0
pfeife,0,0,0,0,1,0
pflege,1,2,1,0,0,0
pflegen,0,0,0,0,1,0
pflegenotstand,0,1,0,0,0,0
pflegestärken,1,0,0,0,0,0
pflicht,1,0,0,0,0,0
philosophieren,0,0,1,0,0,0
plan,0,0,1,0,1,0
planning,1,0,0,0,0,0
plattform,0,0,0,0,2,0
platzen,1,0,0,0,1,0
ploß,0,0,0,1,0,0
plus,0,0,0,0,1,0
plötzlich,0,0,0,0,1,0
pm,0,0,0,0,1,0
podcast,0,0,0,0,0,1
politbarometer,0,0,0,0,1,0
politics,0,0,0,2,0,0
politik,2,1,0,2,3,0
politiker,2,1,0,0,0,0
politisch,0,1,0,0,1,3
politische,0,0,1,1,1,2
politischer,0,0,0,1,0,0
politisieren,0,0,2,0,0,0
pompeo,0,0,0,0,1,0
populistisch,0,1,0,0,0,0
porto,0,0,0,1,0,0
potter,0,0,0,0,1,0
poverty,0,0,0,2,0,0
prager,0,0,0,0,1,0
prayer,0,0,0,0,1,0
prekarisierung,0,1,0,0,0,0
priorität,0,0,0,0,0,1
privat,0,0,2,0,0,1
privatisierung,0,1,0,0,0,0
privatisierungsagenda,0,1,0,0,0,0
privatsache,0,0,1,0,0,0
privileg,0,1,0,0,0,0
privilegierten,0,0,0,0,0,2
pro,0,0,0,0,0,1
problem,2,3,3,1,2,1
professionalität,0,0,1,0,0,0
professionell,0,0,0,0,0,1
professor,0,1,0,0,0,0
professorinnen,1,0,0,0,0,0
professur,0,0,0,1,0,0
profilieren,0,0,0,0,1,0
profitieren,0,1,0,0,0,0
programm,1,0,1,1,0,1
projekt,0,0,1,0,1,0
pron,0,0,0,0,1,0
proof,0,0,0,1,0,0
propaganda,0,0,0,0,1,0
proposal,0,0,0,1,0,0
propose,0,1,0,0,0,0
protect,0,0,0,1,0,0
proud,0,0,0,1,0,0
providing,0,0,0,1,0,0
prozent,0,1,2,1,0,0
prägen,0,0,0,0,1,0
präsent,0,0,0,0,1,0
prüfungsleistungen,0,0,0,1,0,0
prüfverfahren,1,0,0,0,0,0
ps,1,0,0,0,0,0
punkt,0,1,1,0,0,1
punktabzug,0,0,0,0,1,2
punkteabzug,0,0,0,0,1,0
pur,1,0,0,1,0,0
pädagogisch,1,0,0,0,0,0
pädophilie,0,0,0,0,1,0
quantenphysik,0,0,0,0,1,0
quasi,0,1,0,0,2,0
quellen,0,0,0,0,1,0
quote,0,0,0,1,1,0
quotenheim,0,0,0,0,1,0
quotierung,0,0,0,0,1,0
rad,0,0,1,0,0,0
rahmen,0,2,0,0,0,0
ran,0,0,0,0,1,0
rand,0,0,0,1,1,0
rasant,0,0,0,0,1,0
rassismus,0,1,0,0,2,0
rassismusforschung,0,1,0,0,0,0
rassisten,0,0,0,0,1,0
rassistisch,1,1,0,0,0,0
raten,0,0,0,2,0,0
rauchen,0,0,0,0,1,0
raum,0,0,1,0,0,0
raus,0,1,0,0,0,0
rausgestrichen,1,0,0,0,0,0
raushauen,0,1,0,0,0,0
reagieren,0,0,1,0,0,1
reaktion,0,0,1,0,0,0
reaktionär,0,2,0,0,0,0
real,0,0,0,1,0,0
reale,0,1,0,0,0,0
reality,0,0,0,1,0,0
really,0,0,0,1,0,0
realsatire,0,0,0,0,1,0
rechnen,0,0,0,0,1,0
recht,0,3,4,0,2,0
rechtlich,0,0,0,0,0,1
rechtlichen,0,0,1,0,0,0
rechtschreiberegeln,0,0,0,0,0,1
rechtschreibrat,0,0,0,1,0,0
rechtschreibregeln,0,0,0,0,1,0
rechtschreibung,0,0,1,2,0,1
rechtsextremismus,1,0,0,0,0,0
rechtspflege,0,0,0,0,1,0
rede,1,0,1,0,0,0
reden,1,3,2,0,2,0
redner,1,0,0,0,0,0
reflect,0,0,0,1,0,0
refugees,0,0,0,0,1,0
regel,0,0,0,0,1,0
regeln,0,1,0,1,0,0
regelwerk,0,0,1,0,2,0
regenbogen,0,0,0,1,0,0
regieren,0,1,0,0,1,0
regine,0,0,0,0,1,0
reichen,0,0,1,0,0,0
reihenfolge,0,0,0,0,1,0
reinalter,1,0,0,0,0,0
reine,0,0,1,0,0,0
reinform,0,1,0,0,0,0
reiten,1,0,0,0,0,0
reißerische,0,0,1,0,0,0
relax,0,0,1,0,0,0
relevant,0,0,0,0,0,1
reliable,0,0,0,1,0,0
religion,0,0,0,1,0,0
rennen,0,0,0,0,1,0
rentenpaygap,0,1,0,0,0,0
repräsentieren,0,0,0,0,1,0
republikaner,0,0,0,0,1,0
respekt,0,0,1,1,0,1
respektieren,1,0,0,1,0,0
respektlos,0,0,1,0,0,0
ressentiments,0,2,0,0,0,0
retten,0,1,0,0,0,0
rettet,0,0,0,0,1,0
rezension,0,0,0,0,0,1
richtig,0,1,0,0,0,0
riesig,0,0,0,0,1,0
rights,0,0,0,3,0,0
ringen,0,0,1,0,0,0
rollback,0,1,0,0,0,0
rollen,0,2,0,0,0,0
rosarotgrüner,0,0,1,0,0,0
rot,0,0,1,0,1,2
rotem,0,0,0,1,0,0
rtltriell,0,0,1,0,0,0
rubrik,0,0,0,1,0,0
ruck,0,0,0,0,1,0
rufen,0,1,0,0,0,0
ruhrgebiet,0,0,1,0,0,0
ruinieren,0,0,0,0,1,0
rules,0,0,0,1,0,0
rum,1,0,0,0,0,0
rundfunk,0,0,1,1,2,0
rundunfunk,0,0,0,0,1,0
runter,0,0,0,0,1,0
rücken,0,0,0,0,1,0
rückgrat,0,0,0,0,1,0
rückständig,0,0,0,0,1,0
rückwärtsgewand,0,0,0,0,1,0
saarbrücken,0,0,0,0,0,1
sache,1,0,1,1,0,1
sachgerecht,0,0,1,0,0,0
sachlich,1,0,0,0,0,0
sachsen,0,0,0,0,2,1
sachsenanhalt,0,0,0,0,1,0
sachsenanhaltwahl,0,0,0,0,1,0
sage,1,0,0,1,0,0
sagen,0,0,2,2,3,0
sahra,0,2,0,0,0,0
salary,0,0,0,1,0,0
samt,0,0,0,0,2,0
sargnagel,0,0,0,0,1,0
satire,1,0,0,0,0,0
saved,0,0,0,1,0,0
schaden,0,1,0,0,2,0
schadensersatz,1,0,0,0,0,0
schaffen,1,0,0,0,2,0
schalen,0,0,1,0,0,0
sche,0,0,1,0,0,0
scheinen,0,1,1,0,0,0
scheinheilig,0,0,0,1,0,0
scheint,0,0,1,0,0,1
scheinwissenschaften,0,0,0,0,1,0
scheitern,0,0,1,0,0,0
schen,0,0,1,0,0,0
scherzen,0,0,0,0,1,0
scheuen,1,0,0,0,0,0
schieben,0,1,0,0,0,0
schikane,0,0,0,0,1,0
schlagen,0,0,1,0,1,0
schland,0,0,0,1,0,0
schlecht,0,2,2,0,1,1
schließen,0,1,0,0,0,0
schließlich,0,0,0,0,1,0
schloss,0,0,0,0,1,0
schluckauf,0,0,2,0,0,0
schluss,0,0,0,0,4,0
schlussstrich,0,1,0,0,0,0
schnappatmung,1,0,0,0,0,0
schnitt,1,1,0,2,0,0
schnäpsin,0,0,1,0,0,0
schnöd,1,0,0,0,0,0
scholz,0,0,2,0,0,0
schon,0,0,0,0,1,0
schreckensherrschaft,0,0,0,0,1,0
schreiben,1,1,4,0,0,2
schreibung,0,0,0,0,2,0
schreibweise,0,0,0,1,0,0
schreien,0,1,0,0,0,0
schreiten,0,0,0,0,1,0
schrift,0,1,0,0,0,0
schriftsprache,0,0,0,0,1,0
schrupp,0,0,0,0,0,1
schrägstrich,0,0,1,0,0,0
schuh,0,0,0,0,1,0
schule,0,0,1,1,4,1
schulen,0,0,0,0,1,0
schutzweste,0,0,0,0,1,0
schuwalski,1,0,0,0,0,0
schwachsinn,0,0,0,0,2,0
schwachsinnspolitik,0,0,0,0,1,0
schwarz,0,0,1,1,1,1
schweigend,0,0,0,1,0,0
schweizer,0,0,0,0,1,0
schwer,2,0,1,1,0,1
schwere,0,0,0,1,0,0
schwerpunktsetzung,0,0,1,0,0,0
schwurbler,0,1,0,0,0,0
schwärmen,0,0,0,0,1,0
schädlich,0,0,1,0,0,0
schön,2,2,0,0,0,0
schöne,0,1,0,0,1,0
schönheit,0,0,1,0,1,0
schüler,0,0,0,0,2,0
schüleraustausch,0,0,0,0,1,0
schützen,1,0,0,0,0,0
seekers,0,0,0,1,0,0
seele,0,0,0,0,1,0
sehbehinderten,0,0,1,0,0,0
sehen,0,3,1,0,1,2
sehr,0,0,1,0,1,1
sein,1,1,2,1,1,1
seite,0,1,0,0,0,0
selber,0,0,1,0,0,0
selbst,0,1,0,0,1,0
selbstbestätigung,0,0,1,0,0,0
selbstgerechte,0,1,0,0,0,0
selbstscham,0,0,0,0,1,0
selbstverständnis,0,0,0,0,1,0
selten,1,1,2,1,0,0
senden,0,0,2,0,0,0
sender,0,0,0,0,1,0
sensibel,0,0,2,0,0,0
sensibilität,0,0,0,0,0,1
sensible,1,0,0,0,0,0
sensitiv,0,1,0,0,0,0
servicetweet,0,1,1,0,0,0
setzen,0,2,1,1,1,1
sexistisch,0,0,0,0,1,0
sexual,0,0,0,1,0,0
sexualität,0,0,0,0,1,0
sic,0,0,0,1,0,0
sich,2,1,2,0,2,2
sicher,0,0,1,0,0,0
sicherheitskräfte,0,0,0,0,1,0
sicherlich,1,0,0,0,0,0
siegen,0,0,0,0,1,0
siehts,0,0,1,0,0,0
siemens,0,0,0,0,1,0
simpel,0,0,0,1,0,0
sinnen,0,0,1,0,0,0
sinnlichkeit,0,0,1,0,0,0
smk,0,0,0,0,0,1
so,1,0,4,1,3,0
soap,0,0,0,0,1,0
social,0,0,0,2,0,0
soeder,0,1,0,0,0,0
soetwas,0,0,0,0,1,0
sofort,1,0,0,0,0,0
sogar,2,0,0,1,1,1
sogenannt,0,0,1,0,0,0
soja,0,0,0,0,1,0
solange,0,1,0,0,1,0
solch,1,0,0,0,2,0
soldat,0,0,1,0,0,0
solidarität,0,0,0,1,1,0
sollen,0,0,0,0,1,0
sooo,0,0,0,0,1,0
sorgearbeit,0,0,1,0,0,0
sorgen,0,0,0,0,1,0
sortieren,0,0,0,1,0,0
soso,0,0,0,0,1,0
sound,0,1,0,0,0,0
souverän,0,0,1,0,0,0
sozial,0,3,0,2,1,0
sozialdemokrat,0,0,1,0,0,0
soziale,0,0,1,0,0,0
sozialistische,0,0,0,0,2,0
sozialistischen,0,0,0,0,2,0
sozialkunde,0,0,0,0,1,0
spalten,2,0,0,0,1,0
spannen,1,0,0,0,0,0
spannend,0,2,0,0,0,0
spannender,0,0,1,0,0,0
spd,0,0,6,4,1,0
spektrum,0,0,0,0,1,0
spiegel,0,0,0,0,0,1
spiegeln,0,1,0,0,0,0
spiel,0,1,0,0,0,0
spinner,0,0,0,0,1,0
spinnerei,0,0,0,0,1,0
spion,0,0,0,0,1,0
spirituell,0,0,0,0,1,0
spitzen,0,0,0,0,2,0
spitzenabschluss,0,1,0,0,0,0
spontan,0,0,0,0,1,0
sportler,0,0,0,0,1,0
sprache,6,14,19,4,25,12
sprachforschung,0,1,0,0,0,0
sprachgebrauch,0,1,0,0,0,0
sprachgefühl,0,0,2,0,0,0
sprachlich,0,0,1,0,0,0
sprachpolizei,1,0,0,0,0,0
sprachpolizistin,0,0,1,0,0,0
sprachregelungen,0,0,0,0,1,0
sprachstandard,0,0,0,1,0,0
sprachverhunzung,0,0,1,0,1,0
sprachverständnis,0,0,0,0,0,1
sprachverstümmelung,0,0,4,0,0,0
sprachvorgaben,0,0,0,0,1,0
sprachwandel,0,0,0,0,0,1
sprachzerstörung,0,0,0,0,2,0
sprech,0,0,1,0,1,0
sprechen,5,1,4,2,2,2
springen,0,0,0,0,1,0
staat,1,0,1,0,1,2
staatl,0,0,1,0,0,0
staatliche,0,0,1,0,0,0
staats,0,0,0,0,1,0
staatsformen,0,0,0,0,1,0
staatsfunk,0,0,0,0,3,0
staatsrechtsprofessor,0,0,0,0,0,1
stadt,0,0,0,0,0,1
stadtentwicklung,1,0,0,0,0,0
stadtverwaltung,0,0,1,0,0,0
stammen,0,0,1,0,0,0
standard,0,0,0,0,1,0
star,1,0,0,0,0,0
stark,1,0,0,0,2,0
start,1,0,0,0,0,0
starts,0,0,0,1,0,0
statement,1,0,0,2,0,0
statt,0,1,1,1,0,1
stattdessen,0,1,0,0,0,0
stehen,3,0,1,0,5,1
steigende,0,1,0,0,0,0
stelle,1,0,1,0,2,1
stellen,0,2,0,0,0,0
stephan,0,0,0,0,2,0
sterben,1,0,0,0,0,0
stern,2,2,1,1,1,0
sternchen,1,0,1,1,1,0
sternchenhagel,0,0,0,0,0,1
steuer,0,0,0,0,1,0
steueraussenzahler,0,0,0,0,1,0
steuerentlastung,0,0,0,0,0,1
steuergeld,0,0,0,0,1,0
steuerinnenzahler,0,0,0,0,2,0
steuerzahler,0,0,0,0,1,0
steuerzahlerbezahlten,0,0,0,0,1,0
stillen,0,0,0,1,0,0
stimme,1,0,0,0,0,1
stimmen,0,0,0,0,3,1
stimmungsmache,0,0,0,1,0,0
stolz,0,0,0,0,1,0
stoppen,0,0,0,0,1,0
strafen,0,0,0,0,0,1
straflager,0,0,0,0,1,0
strategie,0,0,1,0,0,0
strategische,0,0,1,0,0,0
straße,0,0,0,1,0,0
strecke,0,0,1,0,0,0
streit,0,0,0,0,1,0
streiten,0,0,1,1,0,0
streitgespräch,0,0,0,0,0,1
strich,0,0,0,0,1,0
strong,0,0,0,1,0,0
strukturell,0,1,0,0,0,0
student,1,0,2,0,0,1
studie,1,1,1,0,2,0
studierverbot,0,0,0,0,1,0
studies,0,1,2,1,0,0
ständig,0,0,0,0,0,1
stück,0,2,0,0,0,0
substantiviertes,0,1,0,0,0,0
suchen,0,0,2,0,0,1
suggestion,0,1,0,0,0,0
suhl,0,0,0,0,1,0
sumpfen,0,0,0,0,2,0
susanne,2,0,0,0,1,0
symbolisieren,0,0,0,0,1,0
sympathisch,0,0,0,0,1,0
syrien,0,0,0,0,1,0
systematic,0,0,0,1,0,0
systematische,0,0,1,0,0,0
systemischen,0,0,0,0,1,0
systemwandels,0,1,0,0,0,0
söder,0,0,0,0,1,0
süßigkeitenregal,0,0,0,0,1,0
tag,1,1,0,0,0,0
tagen,1,1,1,1,1,1
tagesfreizeit,0,0,1,0,0,0
tagesschau,0,0,0,0,1,0
taliban,0,0,0,0,3,0
tanzen,0,0,0,0,1,0
tasse,1,0,0,0,0,0
tatsache,0,0,1,1,0,0
taz,0,0,0,0,2,0
tdov,0,1,0,0,0,0
tdov2021,0,1,0,0,0,0
team,1,0,0,0,0,0
tech,0,1,0,0,0,0
technik,0,1,0,0,0,0
technologieoffenheit,0,0,1,0,0,0
technology,1,0,0,0,0,0
teil,0,0,0,1,1,0
teilen,0,1,0,0,4,0
teilhabe,0,0,1,0,0,0
teilzeit,0,0,1,0,0,0
tempo,0,0,0,0,0,1
tendenziös,0,0,1,1,0,0
terror,0,0,0,0,1,0
teufel,0,0,0,0,2,0
teutonen,0,0,0,0,1,0
texten,1,0,0,0,0,0
thank,0,0,0,1,0,0
that,0,0,0,2,0,0
the,0,0,0,12,0,0
their,0,0,0,2,0,0
them,0,0,0,1,0,0
thema,4,3,3,1,2,1
theoretisch,0,0,0,1,0,0
these,0,1,0,0,0,0
thierse,0,1,0,0,0,0
think,0,0,0,1,0,0
this,0,0,0,2,0,0
thoma,0,0,0,0,0,1
those,0,1,0,0,0,0
thread,0,1,0,0,0,0
through,0,0,0,1,0,0
thueringen,0,0,0,0,1,0
tief,0,0,1,0,0,0
tja,1,0,0,0,1,0
tk,1,0,0,0,0,0
to,1,1,0,6,0,0
today,0,0,0,3,0,0
toleranz,0,0,1,0,0,0
toll,0,1,0,0,0,0
tollen,0,0,0,0,1,0
ton,1,1,0,0,0,0
tonne,0,0,0,0,1,0
tonspur,0,0,0,0,1,0
tools,0,0,0,1,0,0
total,0,2,0,0,0,0
totalitarismus,0,0,0,0,1,0
totalversagen,0,0,0,0,1,0
tradition,0,0,0,0,2,0
trans,0,3,0,0,3,0
transdayofvisibility,0,1,0,0,0,0
transfrauen,0,0,0,0,1,0
transparenz,1,0,0,0,0,1
traurig,0,0,0,0,1,0
treffen,0,2,1,0,0,0
trefflich,0,0,1,0,0,0
treiben,0,0,0,0,1,0
trend,0,0,0,0,1,0
trendet,0,1,0,0,0,0
trends,0,0,0,1,0,0
treu,0,0,0,0,1,0
triell,3,0,1,1,0,0
trippelschritten,0,1,0,0,0,0
troposphärenforschung,0,0,0,0,1,0
trotz,1,0,0,0,0,0
true,0,0,0,1,0,0
truly,0,0,0,1,0,0
tt_innen,0,0,0,0,1,0
tun,0,1,0,1,2,0
tv,0,0,1,0,0,0
tweet,0,0,1,0,0,0
twitter,1,0,3,0,0,1
twitterer,0,0,1,0,0,0
twitterinnen,0,0,1,0,0,0
tägliche,0,0,1,0,0,0
tür,0,1,0,0,0,0
türkisch,1,0,0,0,0,0
uckermark,0,0,1,0,0,0
uhr,2,0,0,0,1,2
uigurischen,0,0,1,0,0,0
ultra,0,1,0,0,0,0
um,2,1,0,0,0,1
umerziehen,0,0,0,0,1,0
umerziehung,0,0,0,0,2,0
umfrage,0,0,1,0,0,1
umfrageergebnis,0,0,1,0,0,0
umfrageergebnisse,0,0,0,0,1,0
umfragen,0,0,0,0,0,1
umgang,0,0,1,0,1,0
ums,1,1,0,0,0,0
umsetzen,0,0,1,0,1,0
umsonst,2,0,0,1,0,0
umstritten,0,0,0,0,1,0
umweg,0,0,0,0,1,0
umweltfreundlich,0,0,0,1,0,0
unabhängig,0,0,2,0,1,0
unangenehm,0,0,0,0,1,0
unbeliebt,0,0,0,0,1,0
unbereinigte,0,0,2,0,0,0
unbezahlt,0,0,1,0,0,0
und,6,4,4,3,4,2
unemployment,0,0,0,1,0,0
unfassbarer,0,0,0,0,1,0
unfreiheit,0,0,0,0,1,0
unfug,0,0,0,0,1,0
unfähig,0,0,0,0,1,0
ungeboren,0,0,0,0,1,0
ungerecht,0,0,0,1,0,0
ungerechtigkeit,1,0,0,0,0,0
unglaublich,0,0,0,0,1,0
ungleich,0,1,0,0,0,0
ungleichheit,0,1,0,0,0,0
unglücklich,0,0,1,0,0,0
uni,0,0,1,0,0,2
union,0,0,0,2,1,1
universität,0,0,1,1,0,1
unklug,0,0,0,0,0,1
unnatürlich,0,0,1,0,0,0
unnötig,0,0,0,0,1,0
unrealistisch,0,0,0,0,1,0
unsichtbare,1,0,0,0,0,0
unsinn,0,0,1,0,4,0
unsinnig,0,0,0,0,1,0
unten,1,0,0,0,1,0
untergang,0,0,0,0,1,0
unterhaltsam,1,0,0,0,0,0
unterhaltungswert,0,0,0,0,0,1
unternehmen,1,0,0,0,0,1
unterschied,0,0,0,0,1,0
unterschiedl,0,0,1,0,0,0
unterschiedlich,0,1,0,0,1,0
unterstriche,0,0,0,0,0,1
unterstützen,0,0,3,0,0,0
unterstützung,0,0,0,1,0,0
untersuchungshaft,0,1,0,0,0,0
unterwerfen,0,0,0,0,1,0
unterwürfigkeit,0,0,0,0,1,0
untragbar,0,0,0,1,0,0
unvertretbar,0,0,0,0,0,1
unverändert,0,0,1,0,0,0
unwissenschaftlich,0,0,0,0,1,0
unüblich,0,0,1,0,0,0
urban,0,0,0,0,0,1
ureinwohner,0,0,0,0,1,0
ursache,0,0,0,0,1,0
ursprung,0,1,0,0,0,0
usa,0,0,0,0,1,0
va,1,0,0,0,0,0
vater,0,0,0,0,2,0
vdma,0,0,0,0,1,0
vehement,0,0,1,0,0,0
verabschieden,0,0,1,0,0,0
verankern,0,0,1,0,0,0
veranschaulichen,1,0,0,0,0,0
veranstaltung,0,0,0,0,3,1
verantworten,0,0,0,0,1,0
verantwortliche,0,0,2,0,1,0
verantwortung,0,0,0,0,1,0
verb,0,1,0,0,0,0
verbands,1,0,0,0,0,0
verbandsklagerecht,2,0,0,0,0,0
verbieten,2,4,0,0,2,0
verbindl,1,0,0,0,0,0
verbindlich,1,1,0,0,1,0
verblödung,0,0,0,0,1,0
verbot,1,0,1,0,0,2
verbotsantrag,0,0,0,0,1,0
verbotskeule,0,1,0,0,0,0
verbotskultur,0,1,0,0,0,0
verbotsorgien,0,0,0,0,1,0
verbotspartei,1,0,0,1,0,0
verbotsparteicdu,1,0,0,0,0,0
verbotspolitik,1,0,0,0,0,0
verbreitung,0,1,0,0,0,0
verbrennungsmotor,0,0,0,0,1,0
verdecken,0,0,0,0,0,1
verdienen,1,2,0,1,0,1
verdienstunterschied,0,0,0,0,0,1
verdooft,0,0,0,0,1,0
verdächtig,0,0,0,0,1,0
verdächtigen,0,0,0,0,1,0
vereinen,0,1,0,1,0,0
vereinigen,1,0,0,0,0,0
vereinnahmen,0,0,0,1,0,0
vereinnahmung,0,0,1,0,0,0
vergleichen,0,0,1,1,0,0
vergütung,0,0,1,0,0,0
verhaltenskodex,1,0,0,0,0,0
verharmloser,0,1,0,0,0,0
verharmlosung,0,0,0,0,1,0
verhunzen,0,0,1,0,1,1
verhunzung,0,0,0,0,1,0
verhältnismäßigkeit,0,0,1,0,0,0
verkehren,0,0,1,0,0,0
verkommen,0,0,0,0,1,0
verkraften,0,0,0,1,0,0
verkrampfen,0,0,0,0,0,1
verlangen,1,0,0,0,0,0
verlieren,0,1,0,0,0,0
verlust,0,0,1,0,0,0
vermieter,0,0,0,0,0,1
vermitteln,0,0,0,0,0,1
vermuten,0,0,1,0,0,0
vermögen,0,1,0,0,0,0
vernebeln,1,0,0,0,0,0
vernichtung,0,0,0,0,1,0
vernünftig,0,0,1,1,1,0
verpassen,0,0,0,0,0,1
verpflichten,0,0,0,0,1,0
verpflichtend,0,0,2,0,0,0
verraten,0,0,1,0,0,0
versagen,0,1,0,0,1,0
verschlagen,0,0,0,0,1,0
verschweigen,0,0,0,0,1,0
verschwenden,0,0,0,0,1,0
versorgen,0,1,0,0,0,0
versorgungspöstchen,0,0,0,1,0,0
versprechen,0,0,0,0,0,1
versprecher,0,0,0,1,0,0
verstecken,0,0,0,0,1,0
verstehen,0,1,0,0,0,2
verstellen,0,0,0,0,1,0
verständigung,1,0,0,0,0,0
verständlich,2,0,2,0,1,4
verständnis,1,0,0,0,0,0
verständnisprobleme,0,0,0,0,0,1
versuchen,0,2,3,0,1,1
verteidigen,0,1,0,1,1,0
verteilen,1,0,0,0,0,0
verteilung,0,1,0,0,0,0
verteufelung,0,0,0,0,1,0
vertrauen,0,0,1,0,0,0
vertreten,0,0,1,0,0,0
vertrocknen,0,0,0,0,1,0
verunstalten,0,0,1,0,1,0
verurteilen,1,0,0,0,0,0
verwaltung,0,0,0,0,1,0
verwehren,0,0,0,0,0,1
verweigern,0,1,0,0,0,0
verweise,1,0,0,0,0,0
verwenden,1,0,1,1,0,0
verwendung,0,0,0,0,0,1
very,0,0,0,1,0,0
verzichtbar,0,0,0,0,1,0
verzichten,0,0,0,0,1,0
verändern,1,1,3,0,0,0
verändert,0,0,0,0,1,0
veränderung,1,1,0,0,0,0
veröffentlichen,0,0,0,0,0,1
via,1,1,3,0,13,1
vibrant,0,0,0,1,0,0
video,0,0,0,0,1,0
viel,0,0,0,1,0,0
vielfalt,1,0,0,2,0,0
vielleicht,1,0,2,1,0,0
vier,0,0,0,0,1,0
violence,0,0,0,2,0,0
visibility,0,1,0,0,0,0
voetsek,0,1,0,0,0,0
voices,0,0,0,1,0,0
volk,0,0,0,0,3,0
volkspartei,0,0,1,0,0,0
voll,0,1,0,0,0,0
volle,0,0,1,0,0,0
vollmundig,0,1,0,0,0,0
vollzugendern,0,0,0,1,0,0
vom,1,0,0,0,0,0
von,1,0,0,0,0,0
vong,0,1,0,0,0,0
vor,0,0,1,0,0,0
voran,0,0,0,0,1,0
voraussichtlich,0,0,0,0,1,0
