hashtag,GRUENE,FDP,SPD,CDUCSU,LINKE,AFD
erinnern,2,0,0,1,2,1
erinnerung,0,0,0,0,0,1
erkennen,1,0,0,0,1,1
erkenntnis,2,0,0,0,0,3
erklären,3,0,1,0,3,3
erklärung,3,0,0,0,0,0
erkämpft,0,0,1,0,0,0
erlauben,1,0,0,1,0,2
erleben,0,0,0,0,1,0
erleiden,0,0,0,0,0,1
erläutern,1,0,0,0,0,0
ermahnen,1,0,0,0,0,0
ernannt,0,0,0,1,0,0
erneuern,0,0,0,0,0,1
erneut,1,0,0,0,1,0
ernst,2,0,0,1,1,4
ernsthaft,1,0,0,0,1,0
ernsthaftigkeit,1,0,0,0,0,0
ernüchternd,1,0,0,0,0,0
erreichen,1,1,1,1,0,1
erringen,0,0,0,0,1,0
ersatz,0,0,1,0,0,0
ersatzhaftstrafen,0,0,0,0,1,0
erschreckend,0,1,0,0,0,0
erschweren,0,1,0,0,0,0
ersetzen,0,1,0,0,0,0
ersparen,0,0,0,1,0,1
erst,1,0,0,1,0,1
erstaunen,0,0,0,0,0,1
erstellen,0,0,0,1,0,0
erstere,0,0,0,0,0,1
erstes,0,0,0,0,0,1
erstickt,0,0,0,0,0,1
erstmal,0,0,0,1,0,0
erstmals,1,0,0,0,0,0
ersäufen,0,0,0,0,0,1
ertappt,0,1,0,0,0,0
ertragen,0,0,0,1,0,0
erwarten,0,0,0,1,0,1
erweitern,0,0,0,0,0,1
erwerben,1,0,0,0,0,1
erwerbsbiographie,2,0,0,0,0,0
erwähnen,0,0,0,2,0,0
erzeugen,0,1,0,0,0,0
erziehen,0,0,0,0,0,2
erziehungsaufgabe,0,0,0,0,0,1
erziehungsberechtigten,0,0,0,0,0,1
es,0,0,0,0,0,3
esken,0,0,0,0,0,1
esport,1,0,0,0,0,0
esports,2,0,0,0,0,0
essen,0,0,0,3,0,1
establishment,0,1,0,0,0,0
estland,1,0,0,0,0,0
et,0,1,0,0,0,0
etablieren,0,0,0,0,0,1
etat,1,0,0,0,1,0
etc,1,1,0,5,0,4
ethnic,0,0,0,0,1,0
ethnisch,0,0,0,0,0,1
ethnologe,0,0,0,0,0,1
etkinliğimize,0,0,0,0,1,0
etwa,0,0,0,0,0,1
eu,5,0,15,1,0,8
eu2020de,0,0,3,0,0,0
eu4women,0,0,1,0,0,0
euco,0,0,1,0,0,0
eulenspiegel,1,0,0,0,0,0
euro,0,0,0,1,3,4
eurobonds,0,0,0,1,0,0
europa,2,0,4,0,1,0
europaistdieantwort,0,0,3,0,0,0
europapolitik,1,0,0,0,0,0
europarat,0,0,1,0,0,0
europawahl,0,0,0,0,0,1
europawahl2019,0,0,0,0,0,1
europe,0,0,3,0,0,0
european,1,0,3,0,0,0
europäisch,2,0,1,0,0,0
europäische,1,0,0,0,0,0
europäischer,0,0,1,0,0,0
eusocialsummit21,0,0,1,0,0,0
evangelisch,0,0,0,0,0,4
even,1,0,0,0,0,0
eventuell,1,0,0,0,0,0
ever,0,0,1,0,0,0
everyone,0,0,1,0,0,0
everything,0,0,0,0,1,0
everywhere,0,0,1,0,0,0
exacerbated,0,0,1,0,0,0
exakt,0,0,0,0,1,1
example,1,0,0,0,0,0
exbürgerlichen,0,0,0,0,0,1
exclusion,0,0,1,0,0,0
exemplarisch,0,0,0,0,0,1
existent,0,0,0,0,0,1
existenz,0,0,0,0,1,3
existenzberechtigung,0,0,0,1,0,0
existieren,0,0,0,0,1,0
experiment,1,0,0,0,0,1
expert_,0,0,0,0,0,1
experte,0,0,0,0,0,1
experten,0,0,0,1,0,2
expertengespräch,0,0,0,0,0,1
explodieren,0,0,0,0,1,0
exportweltmeister,0,0,0,0,0,1
expression,0,0,1,0,0,0
externe,0,0,0,0,0,1
extinctionrebellion,0,0,0,0,1,0
extrem,1,1,0,0,0,0
exzellenz,0,0,0,0,0,1
exzessiv,1,0,0,0,0,0
ey,0,0,0,0,1,0
ezb,0,1,0,0,0,0
eşitlik,0,0,0,0,1,0
fabian,0,1,0,0,0,0
face,0,0,1,0,0,0
facebook,0,0,1,0,0,0
fachen,0,0,0,0,0,1
fachfrage,0,0,0,1,0,0
fachgespräch,1,0,0,0,0,0
fachkolleg,1,0,0,0,0,0
fachlehrer,0,0,0,0,0,1
facts,0,0,0,0,1,0
fahren,1,1,0,0,1,0
fahrschein,0,0,0,0,0,1
fahrspurende,0,0,0,0,1,0
fahrverbote,0,0,0,0,0,1
fahrverbotskrampf,0,0,0,0,0,2
fair,0,0,1,0,0,0
faire,1,0,0,0,0,0
fairer,0,0,0,0,0,1
fake,0,0,0,0,3,0
fakenews,0,0,0,0,0,1
fakt,0,0,0,0,0,1
faktenbefreit,0,0,0,0,0,1
faktenfreie,0,0,1,0,0,0
faktisch,0,0,0,0,0,1
faktor,0,1,0,0,0,0
faktum,0,1,0,2,0,0
fall,1,1,0,0,0,5
fallen,0,0,0,0,0,1
falsch,2,0,1,6,4,4
familie,1,0,0,0,3,14
familien,0,0,0,0,0,3
familienfreundliche,0,0,0,0,0,1
familienförderung,0,0,0,0,0,1
familienministerin,0,0,0,0,1,0
familienminsterin,0,0,0,0,0,1
familiennachzug,0,0,0,1,0,0
familienpolitik,0,0,0,0,0,4
familienpolitischer,0,0,0,0,0,1
family,0,0,0,0,1,0
fan,0,0,1,0,0,1
fangen,0,1,0,0,1,0
fantasie,0,0,0,0,0,1
far,1,0,1,0,0,0
farbe,0,0,0,0,0,1
farbfernsehens,0,0,0,0,0,2
fasching,0,0,0,0,0,1
faschingskostümen,0,0,0,0,0,1
faschismus,0,0,0,0,0,2
faschist,0,0,0,0,1,0
faschos,0,0,0,0,1,0
fast,4,1,1,1,0,2
faszinieren,0,0,0,0,1,0
faulen,0,0,0,0,3,0
favorit,0,0,0,0,1,1
faz,0,0,0,1,0,5
fazit,0,0,0,0,1,1
fckafd,0,0,0,0,1,0
fdp,3,2,0,0,0,3
februar,0,0,0,0,0,1
fehlanzeige,1,0,0,0,0,0
fehlen,2,1,1,1,2,3
fehlend,0,0,1,1,2,0
fehler,1,0,0,0,0,1
fehleranfällig,1,0,0,0,0,0
feien,0,0,0,0,0,1
feier,0,0,0,0,1,0
feierstunde,0,0,0,0,0,1
feiertag,0,0,0,0,0,1
feige,1,0,0,0,0,0
feind,0,0,0,0,1,0
feinde,0,0,0,0,1,0
feinsinniger,0,0,0,0,0,1
feld,2,1,0,0,0,0
feldschlacht,0,1,0,0,0,0
felixgermania,0,0,0,0,0,1
female,1,0,1,0,1,0
femalefutureforce,0,1,0,0,0,0
feminazis,0,0,0,0,1,0
feminin,0,0,0,0,1,0
femininum,0,0,0,0,1,1
feminism,0,0,1,0,0,0
feminismus,5,0,1,0,9,5
feminist,3,0,1,0,1,0
feministen,0,0,1,0,1,3
feministenkrieg,0,0,0,0,0,1
feministin,1,0,1,0,0,0
feministisch,1,0,0,0,2,5
feministische,0,0,0,0,1,4
feministischen,0,0,0,0,2,0
fenster,0,0,0,0,0,1
fernsehen,1,0,0,0,0,0
fertigen,0,0,0,0,0,1
fes,0,0,1,0,0,0
fest,1,1,0,1,0,1
festlegen,0,0,0,0,0,1
festmachen,0,0,0,0,0,1
festnehmen,0,0,0,0,1,0
feststellen,0,0,0,0,0,1
fetisch,0,0,0,0,0,1
fett,0,0,0,0,1,0
feuchtfröhlich,0,0,0,0,0,1
feuerwehr,0,0,0,0,0,4
ff,0,0,0,0,1,0
fff,0,0,0,1,0,1
fidesz,0,1,0,0,0,0
fiesematenten,0,1,0,0,0,0
fight,2,0,2,0,0,0
fighting,0,0,3,0,0,0
fiktive,0,0,0,0,0,1
filmen,2,0,0,0,4,2
filterblase,0,1,0,1,0,0
finances,0,0,1,0,0,0
finanz,0,0,0,0,0,1
finanzbranche,1,0,0,0,0,0
finanzeuropa,0,1,0,0,0,0
finanziell,1,0,0,1,0,0
finanzierung,0,0,0,0,1,0
finanzpolitik,0,0,0,0,1,0
finde,0,1,0,0,0,0
finden,4,3,1,6,2,8
firlefanz,0,0,0,0,0,2
firma,0,0,0,0,1,0
firmen,0,0,0,0,0,1
first,0,0,0,0,1,0
fischen,0,0,0,0,0,1
fixierung,0,0,1,0,0,0
flapsige,0,0,1,0,0,0
fleischhauer,1,0,0,0,0,0
fleischverbot,0,0,0,0,0,1
fleischwolf,0,0,0,0,0,1
flexibel,0,1,0,0,0,0
fließen,0,0,0,0,0,1
flintenuschi,0,0,0,0,0,1
floods,0,0,1,0,0,0
fluide,0,0,0,0,0,1
flutkatastrophe,0,0,0,0,0,1
flüchtling,0,0,0,0,1,2
flüchtlingskosten,0,0,0,0,0,1
flüchtlingspolitik,0,0,0,0,0,1
focus,0,0,0,0,1,3
foerderung,0,0,0,0,1,0
folge,0,1,0,0,0,2
folgen,1,0,1,0,2,5
folgendes,0,0,0,1,0,0
folglich,0,0,0,0,1,0
followende,0,0,0,0,0,1
follower,1,0,0,0,0,0
foltern,0,0,0,0,1,0
for,7,2,22,0,3,1
fordern,3,2,0,1,4,7
fordert,1,0,0,0,0,0
forderung,0,0,0,1,0,1
foreign,0,0,2,0,0,0
form,3,0,0,1,0,0
formal,0,1,0,0,0,1
formen,1,0,2,1,1,6
former,0,0,1,0,0,0
formulare,0,0,0,0,1,0
formulieren,1,1,1,0,0,1
formulierung,0,0,0,0,1,0
forscher,0,0,0,0,1,0
forschern,0,0,0,0,0,1
forschung,6,1,1,0,1,4
forschungsdirektorin,0,0,0,0,1,0
forschungsfeld,1,0,0,0,0,0
forschungsfreiheit,0,0,0,1,0,0
forschungsförderung,1,0,0,0,0,0
forschungsministerin,1,0,0,0,0,0
forschungsobjekt,1,0,0,0,0,0
forschungsprojekt,0,0,0,0,0,1
fortbildung,0,0,0,0,0,2
fortentwicklung,0,0,0,1,0,0
fortschreiten,1,0,0,0,1,0
fortschreitend,0,0,0,0,1,0
fortschritt,1,0,0,0,0,0
fortschrittlich,0,0,0,0,0,1
fortschrittsverliererinnen,1,0,0,0,0,0
forward,1,0,1,0,0,0
fotonachweis,0,0,0,1,0,0
fought,0,0,1,0,0,0
frage,5,1,4,3,2,13
fragen,1,2,0,1,2,7
frages,0,0,0,0,1,0
fragestunde,0,0,0,0,0,1
fragt,0,0,1,0,0,0
fragwürdig,0,0,0,0,0,2
fraktion,2,0,0,1,0,6
fraktionsklausur,0,0,1,0,0,0
framing,0,0,0,0,0,2
frankreich,0,0,1,0,1,3
frau,50,14,26,15,42,38
frauen,4,1,1,0,2,0
frauenanteil,0,0,1,1,2,0
frauenarbeitistmehrwert,0,0,0,0,1,0
frauenbauftragte,0,0,0,0,0,1
frauenbüros,0,0,1,0,0,0
frauenfeindlich,0,0,0,0,1,1
frauenfeindliche,0,0,0,0,1,0
frauenfeindlichkeit,0,0,0,0,1,0
frauenfussball,1,0,0,0,0,0
frauengesundheitsbericht,0,0,0,0,1,0
frauenkampftag,1,0,0,0,4,0
frauenklasse,0,0,0,0,0,1
frauenkörpern,0,0,0,0,0,1
frauenmannschaft,0,0,0,0,1,0
frauenministerin,1,0,0,0,0,0
frauenmärz,1,0,0,0,0,0
frauenparkplatz,0,0,0,0,0,1
frauenparkplätzen,0,0,0,0,0,1
frauenpolitikerin,1,0,0,0,0,0
frauenpolitisch,0,0,0,0,2,0
frauenquote,0,0,2,0,0,7
frauenquoten,0,0,0,0,0,2
frauenrecht,0,0,1,0,0,0
frauenrechte,0,0,0,0,2,0
frauensindmehrwert,1,0,0,0,0,0
frauenspezifische,2,0,0,0,0,0
frauensport,0,0,0,0,0,1
frauenstreik,0,0,0,0,1,0
frauentag,5,0,2,2,2,0
frauentag2021,0,0,0,0,1,0
frauenverachtung,1,0,0,0,0,0
frauenverdienenmehr,1,0,0,0,0,0
frauenwahlrecht,0,0,0,0,1,0
frauenwahlrechts,0,0,0,0,0,1
frauenwm,1,0,0,0,0,0
frauinnen,0,0,0,0,0,1
fraupräsident,0,0,0,0,0,1
freedom,1,0,1,0,0,0
freetech,1,0,0,0,0,0
frei,0,2,1,1,0,3
freie,1,0,0,2,0,0
freiewissenschaft,0,1,0,0,0,0
freiheit,2,0,2,0,1,4
freiheitlich,0,0,0,0,0,2
freischaffend,0,0,0,0,1,0
freitag,0,0,0,0,3,4
freitagshüpfer,0,0,0,0,0,1
fremdsprache,0,0,0,0,0,1
freu,1,0,0,0,0,0
freuen,2,1,0,0,2,2
freund,0,0,0,1,0,2
freunden,0,0,0,0,0,2
freundin,0,0,0,0,0,1
fridaysforfuture,0,0,0,0,1,0
friede,1,0,0,0,0,0
friedensforschung,1,0,0,0,0,0
friedensnobelpreis,0,0,1,0,0,0
friedrich,1,1,0,0,2,0
friend,0,0,4,0,0,0
friends,0,0,1,0,1,0
frisst,0,0,0,1,0,1
fritz,0,0,0,0,0,1
from,1,1,3,0,0,0
frömming,0,0,0,0,0,1
früh,0,1,0,0,1,1
frühsexualisierung,0,0,0,0,0,6
fu,0,0,0,0,0,1
fuer,0,0,0,0,1,0
full,0,0,2,0,0,0
fundamental,1,0,0,0,0,0
funktionieren,1,1,0,0,0,2
funktionierend,0,0,0,0,0,1
funktioniert,1,0,0,0,0,1
funktionsfähig,0,0,0,0,0,1
furchtbar,0,0,0,0,0,1
further,1,0,0,0,0,0
future,0,0,1,0,0,0
fuß,1,0,0,0,0,1
fußball,0,0,0,0,1,0
fußballer,0,0,0,0,1,0
fußballunterhaltung,0,0,0,0,0,1
fußballverein,0,0,1,0,0,0
fußen,0,0,0,0,0,1
fw,0,1,0,0,0,0
fähigkeit,0,1,0,0,0,0
fällen,2,0,1,1,2,2
fällig,0,0,0,0,0,1
fällt,0,0,0,0,0,1
fänd,0,0,0,0,1,0
fördermittel,0,0,0,0,1,0
fördern,1,0,0,0,0,4
förderung,1,0,0,0,0,4
fügen,0,0,0,0,1,0
fühlen,1,0,3,0,0,11
führen,0,2,0,1,1,3
führend,0,0,0,0,0,1
führung,1,1,0,0,0,1
führungsebenen,0,0,1,0,0,0
fündig,0,0,0,0,1,0
fünftel,0,0,0,0,1,0
für,3,2,3,2,6,5
fürchten,0,0,0,0,0,1
fürchterlich,0,0,0,0,0,1
fürdeutschland,1,0,0,0,0,0
fürs,0,0,0,0,0,3
fürstlich,0,0,0,0,0,1
gaga,1,0,0,2,1,14
gambrinus,0,1,0,0,0,0
gaming,1,0,0,0,0,0
gang,0,0,0,0,0,1
ganserer,0,0,0,0,0,2
ganz,0,1,0,0,0,2
ganzundgarnicht,0,0,0,0,0,1
gap,8,3,7,2,6,0
garantieren,1,2,0,0,0,1
garantierente,1,0,0,0,0,0
garnicht,0,0,0,0,1,0
gasen,0,1,0,0,0,0
gastbeitrag,2,0,1,1,0,1
gasthof,0,0,0,0,0,1
gaststätte,0,0,0,0,0,1
gate,0,0,0,0,0,1
gaus,0,0,0,0,0,1
gay,0,0,1,0,0,0
ge,1,0,0,0,0,0
gebdert,0,0,0,0,0,1
geben,0,1,0,2,3,6
gebet,0,0,0,0,0,1
gebetsformel,0,0,0,0,0,1
gebildet,0,1,0,0,0,0
gebildete,0,1,0,0,0,0
gebrauchen,0,0,0,2,0,1
geburtstag,0,0,0,0,0,1
gebären,0,0,0,1,0,0
gebühr,0,0,0,0,0,1
gebührenzahlens,0,0,1,0,0,0
gedanke,0,0,0,0,0,1
gedanken,1,0,0,0,0,0
gedankengut,0,0,0,0,0,1
gedenken,0,0,0,0,1,1
gedicht,0,0,0,0,0,1
gedöns,1,0,0,0,0,2
geehrt,0,0,0,0,0,2
geeignet,0,0,0,0,0,1
gefahr,0,0,0,0,2,1
gefassten,0,0,0,0,1,0
gefeiert,0,0,0,0,0,1
geflüchtet,0,0,0,0,2,0
gefunden,0,0,0,0,0,1
gefährden,0,1,0,0,0,3
gefährder,0,0,0,1,0,2
gefährlich,0,0,0,0,0,5
geförderte,0,0,0,0,0,2
geförderten,0,0,0,0,0,1
gefühl,0,2,0,0,1,2
geführte,0,0,0,0,0,1
gegen,1,0,0,0,0,4
gegendemo,0,0,0,0,0,1
gegendert,0,0,0,1,0,1
gegenteil,0,0,1,1,0,0
gegenwart,0,0,0,0,1,0
gegner,0,1,0,0,1,1
gehalt,1,0,1,0,0,0
gehaltsgruppen,0,1,0,0,0,0
gehaltslücke,0,0,1,0,0,0
gehaltsnachzahlung,1,0,0,0,0,0
gehaltsunterschiede,0,1,0,0,0,0
gehassten,0,1,0,0,0,0
geheimnis,0,0,0,1,0,0
gehen,0,0,1,0,0,0
geheuchel,0,0,0,0,0,1
gehirn,0,0,0,0,1,0
gehirnimpfung,0,0,0,0,0,1
geht,1,0,3,0,1,0
gehts,0,0,1,1,1,0
gehören,0,0,0,0,1,2
geist,0,0,0,0,0,2
geistig,0,0,0,1,0,2
geistlos,0,0,0,0,0,1
geißel,0,0,0,0,0,1
gekeife,0,0,0,0,0,1
gekreische,0,0,0,0,0,1
gelaber,0,0,0,0,1,0
gelb,0,0,0,0,0,1
geld,1,0,1,0,1,7
geldindiehand,0,0,1,0,0,0
geldstrafe,0,0,1,0,0,0
geldstrafen,0,0,0,0,1,0
geldverschwendung,0,0,0,1,0,0
gelebt,0,1,0,0,0,1
gelegenheit,0,1,0,0,0,0
gelingen,1,0,0,0,0,0
gelten,0,0,1,1,1,1
gemeindeparlament,0,0,0,0,0,1
gemeinnuetzigkeit,0,0,0,1,0,0
gemeinsam,0,1,2,0,0,0
gemeint,0,0,0,0,0,1
genannt,0,0,0,2,1,5
genau,3,2,0,2,4,7
genauso,2,0,0,0,0,0
gendegaga,0,0,0,0,0,1
gender,61,23,49,33,45,180
gender_und_klima_gaga,0,0,0,0,0,1
genderal,0,0,0,0,0,1
genderaspekten,0,0,0,0,0,1
genderaward2018,1,0,0,0,1,0
genderaward2019,0,0,1,0,0,0
genderbalance,0,0,0,0,1,0
genderbasedviolence,0,0,0,0,1,0
genderbasierte,0,0,2,0,0,0
genderbeauftragte,1,0,0,0,0,1
genderbehörde,1,0,0,0,0,0
genderbekloppten,0,0,0,0,0,1
genderbezogene,1,0,0,0,0,0
genderbias,1,0,0,0,0,0
genderblödsinn,0,0,0,1,0,0
genderbrille,0,1,0,0,0,0
genderbudgeting,3,0,4,0,2,0
gendercaregap,0,0,0,1,0,0
genderdeutsch,0,0,0,0,0,1
genderdimension,1,0,0,0,0,0
genderdingsbums,0,0,0,0,0,1
genderdiverse,0,1,0,0,0,0
genderdiversenquote,0,0,0,0,0,1
genderdiversity,0,0,0,0,0,1
genderdoppelpunkt,0,0,0,2,0,1
genderdreck,0,0,0,0,0,1
genderdynamiken,0,0,0,0,0,1
gendere,0,1,0,1,0,1
gendereconimics,1,0,0,0,0,0
gendereconomics,3,0,0,0,0,0
genderequality,4,1,7,0,2,0
genderequity,0,0,0,0,3,1
genderfairness,0,1,0,0,0,0
genderfanatiker,0,0,0,0,0,1
genderfans,0,0,0,0,0,1
genderfluid,0,0,0,0,0,2
genderfluiden,0,1,0,0,0,0
genderforscher,1,0,0,0,0,1
genderforscherin,0,0,0,0,0,1
genderforschung,6,2,0,0,0,5
genderfragen,1,0,0,1,0,0
genderfreunde,0,0,0,0,0,1
genderfunk,0,0,0,0,0,1
gendergaga,4,1,4,9,5,88
gendergagaisten,0,0,0,0,0,2
gendergagas,0,0,0,0,0,1
gendergags,0,0,0,0,0,1
gendergap,4,0,1,0,5,0
gendergedöns,0,0,0,0,0,5
gendergepansche,0,0,0,0,0,1
gendergerecht,2,1,3,1,0,4
gendergerechte,3,5,0,1,1,10
gendergerechten,1,0,0,1,1,1
gendergerechter,0,1,1,0,0,0
gendergerechtes,0,0,0,0,0,1
gendergerechtigkeit,1,2,0,0,4,4
gendergesichtspunkt,0,0,0,1,0,0
gendergrütze,0,0,0,0,0,2
genderidentität,0,0,1,0,0,0
genderideologen,0,0,0,0,0,1
genderideologie,1,2,0,0,0,4
genderinequality,1,0,0,0,0,0
gendering,0,0,0,1,0,0
genderinnen,0,0,0,0,0,1
genderirrsinn,0,0,0,1,0,0
genderism,0,0,0,0,0,1
genderismus,0,0,0,0,0,5
genderista,0,0,0,0,0,1
genderisten,0,0,0,0,1,1
genderixis,0,0,0,0,0,1
genderjustice,1,0,0,0,0,0
genderkacke,0,0,0,0,1,0
genderklo,0,0,0,0,0,3
genderklos,0,0,0,0,0,1
genderkram,0,0,0,1,0,0
genderkunstsprache,0,0,0,1,0,0
genderleadershipgap,1,0,0,0,0,0
gendermainstreaming,0,0,1,0,0,1
gendermarketing,0,0,0,0,6,0
gendermarketings,0,0,0,0,1,0
gendermedizin,0,0,0,0,1,0
genderministerin,0,0,0,0,0,1
gendermonitoring,0,0,0,0,1,0
gendern,26,16,18,45,20,38
gendernachtigäll,0,0,0,0,0,1
genderneusprech,0,0,0,0,0,2
genderneutral,0,0,0,0,0,3
genderneutrale,0,1,0,0,0,1
genderneutrales,0,0,0,0,0,1
genderneutrallaws,1,0,0,0,0,0
gendernneindanke,0,0,0,1,0,1
genderns,0,0,1,0,1,2
genderoscargap,0,0,0,0,1,0
genderpartei,0,1,0,0,0,1
genderpause,0,0,0,0,0,1
genderpaygap,34,5,16,7,33,7
genderpensiongap,2,0,0,0,0,0
genderperspektive,1,0,0,0,0,0
genderpolitik,0,0,0,0,0,1
genderpolitisch,0,1,0,0,0,0
genderpolitische,0,0,0,0,0,1
genderpricing,0,0,0,1,0,0
genderprojekt,0,0,0,0,0,1
genderquark,0,0,0,0,0,2
genderquatsch,0,0,0,0,0,10
genderquiz,1,0,0,0,0,0
genderreveal,0,0,0,0,0,1
genderrollen,0,0,0,0,0,1
genderschwachsinn,0,0,0,0,0,1
genderschwachsinns,0,0,0,0,0,1
genderschwurbelei,0,0,0,1,0,0
gendersensible,0,0,0,0,0,1
gendersinn,0,0,0,0,1,0
genderspinner,0,0,0,0,0,1
gendersprache,2,3,1,8,4,7
gendersprachpolizei,0,0,0,0,0,1
gendersprech,0,0,0,1,0,3
genderstar,6,0,0,0,1,0
genderstern,1,3,0,5,2,5
gendersternchen,6,3,2,19,5,10
gendersternchentanten,1,0,0,0,0,0
gendersternneindanke,0,0,0,1,0,0
genderstotter,0,0,0,0,0,1
genderstudies,7,1,0,0,6,4
genderswap,0,0,0,0,0,1
genderswapmalanders,0,0,0,0,1,0
gendert,0,2,2,6,2,13
genderthemen,0,0,1,0,0,0
gendertheorie,0,0,0,0,0,1
gendertoiletten,0,0,0,0,0,1
gendertotalitäre,0,0,0,0,0,1
gendertrouble,0,0,0,0,2,0
genderunfug,0,0,0,0,1,2
genderuniversum,0,0,0,0,0,1
genderunsinn,0,0,0,0,0,2
genderunterstrich,0,0,0,1,0,0
genderverblendet,0,0,1,0,0,0
genderverbot,1,1,0,0,5,1
genderverteilung,1,0,0,0,0,0
gendervorwurf,0,0,0,0,1,0
genderwahn,3,4,2,5,5,28
genderwahnsinn,0,0,1,1,1,4
genderwissenschaft,0,1,0,0,0,0
genderwissenschaften,0,0,0,0,0,2
genderzeichen,0,0,0,2,0,0
genderzwang,0,0,0,2,1,0
genderökonomie,1,0,0,0,0,0
genderübertreibung,0,1,0,0,0,0
general,0,0,0,0,0,2
generaldebatte,0,0,0,0,0,1
generalinspekteur,0,0,0,0,0,1
generation,0,0,0,0,1,1
generationengerechte,0,1,0,0,0,0
generell,0,0,0,0,2,0
generelle,0,0,0,1,0,0
generisch,0,0,0,0,0,2
generischesmaskulinum,1,0,0,0,0,1
geniekult,0,0,0,0,1,0
genoss,0,0,0,0,1,0
genug,0,0,0,0,0,2
genügen,0,0,0,1,0,2
georg,0,0,0,0,1,0
george,0,0,0,0,1,0
gera,0,0,0,0,0,6
gerade,1,1,2,0,1,3
geradejetzt,0,0,2,0,0,0
geradestehen,0,0,0,0,0,1
geraten,1,0,0,0,0,1
gerecht,7,0,1,0,0,2
gerechte,1,0,0,0,0,0
gerechter,1,0,0,1,0,0
gerechtergerechter,1,0,0,0,0,0
gerechtesprache,1,0,0,0,0,0
gerechtigkeit,5,1,2,0,1,2
gerechtigkeitslücken,0,0,0,0,1,0
gerettet,0,0,0,0,0,1
gericht,0,0,0,0,0,1
gerichtet,0,1,0,0,0,0
gerichts,0,0,0,0,0,1
geriert,0,0,0,0,0,1
gering,1,0,0,1,1,0
german,0,0,1,0,2,0
germanist,0,0,0,0,0,1
germany,1,0,1,0,1,0
gerne,1,1,1,4,2,5
gersrb,0,0,0,0,0,1
gerster,0,0,0,1,0,0
gerundet,0,0,0,0,0,1
gesamtgesellschaftlich,0,0,0,1,0,0
gesamtgesellschaftlichen,0,0,0,0,0,1
gesamtkartoffelauflauf,0,0,0,0,1,0
gesamtwirtschaftlichen,0,0,0,1,0,0
geschehen,0,0,0,1,0,0
geschichte,0,1,0,0,1,0
geschichtsunterricht,0,0,1,0,0,0
geschlecht,6,1,1,6,6,30
geschlechter,3,0,0,0,0,1
geschlechterdiversifizieren,0,0,0,0,0,1
geschlechterforschung,1,0,0,0,0,0
geschlechtergerecht,1,1,3,0,0,1
geschlechtergerechte,3,0,2,1,1,3
geschlechtergerechter,0,1,0,0,0,0
geschlechtergerechtigkeit,3,0,6,1,2,1
geschlechtergerechtigtkeit,1,0,0,0,0,0
geschlechterstereotype,0,1,0,0,0,0
geschlechtersystem,0,0,0,1,0,0
geschlechterunabhängiger,0,0,0,1,0,0
geschlechterverhältnissen,0,0,0,0,1,0
geschlechtliche,0,0,0,0,0,1
geschlechtsgenossin,0,0,0,0,0,1
geschlechtsidentitäten,0,1,0,0,0,1
geschlechtsneutral,1,0,0,0,0,0
geschlechtsneutralen,0,0,0,0,0,1
geschlechtsspezifische,2,0,0,0,0,0
geschlechtsspezifischen,0,0,0,0,1,0
geschwätzwissenschaften,0,0,0,0,0,2
geschäftsführende,0,0,0,1,0,0
geschätzt,0,1,0,0,0,0
gesellschaft,0,3,1,2,1,6
gesellschaftlich,1,0,0,0,1,2
gesellschaftliche,0,1,0,0,0,0
gesellschaftsingenieure,0,0,0,0,0,1
gesellschaftskritik,0,0,0,0,0,1
gesellschaftsordnung,0,0,0,0,0,1
gesellschaftszerfall,0,0,0,0,0,1
gesetz,2,2,0,1,1,2
gesetzbuch,0,0,0,0,0,1
gesetze,0,0,0,0,0,1
gesetzentwurf,0,0,0,0,0,1
gesetzes,2,0,0,0,0,0
gesetzesentwurf,0,0,0,0,0,1
gesetzesentwürfen,1,0,0,0,0,0
gesetzessprache,0,0,0,1,0,0
gesetzestexte,1,1,0,0,0,0
gesetzestexten,0,1,0,0,0,0
gesetzgeber,0,0,0,0,0,1
gesetzlich,0,0,1,1,1,1
gesicht,1,0,0,0,0,0
gesinnungspolizei,0,1,0,0,0,0
gesondert,0,0,0,0,0,1
gespräch,0,0,0,1,0,1
gestalten,2,0,0,0,0,0
gestaltungspolitische,0,0,0,0,0,1
gestelzten,0,1,0,0,0,0
gestern,1,0,1,0,1,0
gestzlichen,0,0,1,0,0,0
gesundheit,0,0,0,0,0,1
gesundheitsforschung,1,0,0,0,0,0
gesundheitsrisikor2,0,0,0,1,0,0
gesundheitssystem,0,0,0,0,1,0
get,1,0,0,0,0,0
getrieben,0,0,0,0,0,2
getue,0,0,0,0,0,1
gewachsene,0,0,0,1,0,0
gewalt,0,1,3,0,1,1
gewaltdelikt,1,0,0,0,0,0
gewaltenteilung,0,0,0,0,0,1
gewaltig,1,0,0,0,0,0
gewerkschaft,0,0,0,0,0,1
gewerkschaftlich,1,0,0,0,0,0
gewinnen,1,1,2,0,1,1
gewährleisten,1,0,0,0,0,1
gewöhnen,0,0,0,0,0,1
gewöhnung,0,0,0,0,0,1
gez,0,0,0,0,0,6
gezabschaffen,0,0,0,0,0,2
gezeter,1,0,0,0,0,0
gfds,0,0,0,1,0,0
gfsa,0,0,0,0,0,1
gg,0,0,0,0,1,2
gibt,4,0,0,0,0,2
gibts,1,0,0,0,0,0
giffey,1,0,0,0,1,1
